,OR,P
SAUSA300_1102,0.995904341085249,0.00174017901998652
SAUSA300_1118,0.990858314892724,7.90463062048386e-06
SAUSA300_1128,0.988161211550345,0.0685776273250999
SAUSA300_1146,1.00037185783721,0.839853215000777
SAUSA300_1148,0.991404209913344,1.37867900336348e-06
SAUSA300_1153,0.994718335527216,0.0816932602353734
SAUSA300_1154,0.993758687128305,0.000790470965831296
SAUSA300_1160,0.992264881970989,2.44536796964411e-05
SAUSA300_1161,0.994811025485009,6.45739113739829e-06
SAUSA300_1166,0.997242720533743,6.95876961462944e-06
SAUSA300_1176,0.981167846340414,9.72915652321694e-07
SAUSA300_1181,0.991250352087972,1.68412987451814e-05
SAUSA300_1185,0.972878696979892,9.64797049793311e-05
SAUSA300_1188,0.98373683670014,0.00120469819651711
SAUSA300_1243,0.952612979226804,1.26065251829373e-05
SAUSA300_1250,0.989707994654745,1.05998770327671e-05
SAUSA300_1255,0.987336460964098,0.0008458786580625
SAUSA300_1270,0.989507348885098,8.56971001230064e-07
SAUSA300_1301,0.981445472013339,3.4964047179134e-05
SAUSA300_1305,0.997812410884892,0.448502502107526
SAUSA300_1308,0.995244506431582,0.199992434777303
SAUSA300_1315,0.995297118176703,7.9656859941849e-06
SAUSA300_1338,0.997219030070958,0.0352020658072829
SAUSA300_1342,0.995402256421116,0.00160657367575113
SAUSA300_1346,0.980862087969555,0.000103028752897127
SAUSA300_1349,0.982610404668939,2.35596260818679e-05
SAUSA300_1352,0.989939169612883,0.000538473672640606
SAUSA300_1355,0.972700942313721,0.00563605744458364
SAUSA300_1359,0.994091545917542,0.0838904195872072
SAUSA300_1371,0.982728831515473,0.000877785532115325
SAUSA300_1373,0.996238596479604,1.87337686108346e-06
SAUSA300_1379,0.99635774945335,0.00353402815065995
SAUSA300_1443,0.984972203568566,0.000733055902839236
SAUSA300_1447,0.99240967153908,8.83920718665092e-05
SAUSA300_1465,0.97613512974865,8.78612251140811e-06
SAUSA300_1476,0.99854959161465,0.2449469727741
SAUSA300_1507,0.992866540409713,0.0763281466282732
SAUSA300_1532,0.99224141439847,0.000240922907781089
SAUSA300_1535,0.996865994031837,3.01978109363386e-05
SAUSA300_1536,0.980281125459252,0.000682624879523915
SAUSA300_1550,0.995215285079853,0.0108446902733824
SAUSA300_1551,0.993807801092612,0.0107157170153377
SAUSA300_1574,0.996351130666597,0.00110469015327227
SAUSA300_1576,0.9811190835773,4.32722292153703e-05
SAUSA300_1578,0.99327533020749,0.0119279683127429
SAUSA300_1586,0.984540037745582,0.000509435429205018
SAUSA300_1592,0.973196655560376,1.05766537752946e-05
SAUSA300_1599,0.986160696912241,0.000293420072531321
SAUSA300_1617,0.991075575201525,4.1525370336805e-05
SAUSA300_1627,0.998243874103551,1.26835944261823e-05
SAUSA300_1631,0.986769005483656,0.00696569070057371
SAUSA300_1648,0.999155249558032,0.799255782406851
SAUSA300_1659,0.995118213002392,0.000410464740779831
SAUSA300_1661,0.990824238831044,0.000140243999883418
SAUSA300_1682,0.989275665094559,0.0153097349821701
SAUSA300_1713,0.9760945616121,0.00329887096209745
SAUSA300_1725,0.995507419905872,1.11906547671511e-05
SAUSA300_1729,0.987020403168754,5.64275712031991e-05
SAUSA300_1758,0.997049964244408,0.000200829121265947
SAUSA300_1775,0.999792566340979,0.729863429774985
SAUSA300_1824,0.999712423422865,0.406647471229034
SAUSA300_1827,0.999635051458364,0.456192698782475
SAUSA300_1830,0.998161091672399,0.271224628468487
SAUSA300_1834,0.998003386498261,0.00198624891842781
SAUSA300_1847,0.981204434655026,2.88780829503723e-05
SAUSA300_1848,0.983706786980197,3.149458822835e-06
SAUSA300_1855,0.996922913722625,0.00329350667717742
SAUSA300_1866,0.992827975516355,0.00767722702588125
SAUSA300_1873,0.977689857088447,7.20551804594203e-06
SAUSA300_1879,0.990850669072345,6.55076727447198e-05
SAUSA300_1900,0.988660019628556,3.52040048551541e-06
SAUSA300_1982,0.981428242880266,0.00269271270907689
SAUSA300_1992,0.983511318746649,0.000146181659647771
SAUSA300_2018,0.998853120804824,0.101858778227515
SAUSA300_2024,0.994290125080319,0.00248271227770768
SAUSA300_2025,0.993735741991258,0.0751898344955065
SAUSA300_2026,0.99370101610972,4.20039547506953e-06
SAUSA300_2027,0.986242723861618,9.07345285463173e-06
SAUSA300_2038,0.983405585100249,0.000438623900328477
SAUSA300_2039,0.986783742045512,1.18452386401289e-05
SAUSA300_2040,0.982049786691179,6.60889026690172e-06
SAUSA300_2062,0.997088899505785,0.0918781899731681
SAUSA300_2070,0.974056956296136,0.00328784555159892
SAUSA300_2077,0.99425727529798,0.00952268604957165
SAUSA300_2089,0.999717809238402,0.934433191288272
SAUSA300_2096,0.987440726945861,0.000824036883272494
SAUSA300_2100,0.993676429949414,2.80129848319236e-06
SAUSA300_2104,0.984712755474037,5.5226021940262e-05
SAUSA300_2128,0.980468457649701,1.08227019049082e-06
SAUSA300_2130,0.980953125635921,1.42009946907264e-06
SAUSA300_2245,0.997164968415494,4.97597149864967e-05
SAUSA300_2253,0.995630714487143,1.22800644212468e-05
SAUSA300_2259,0.992845656635788,8.40557024498935e-08
SAUSA300_2265,0.987924429558596,9.04544045235936e-07
SAUSA300_2282,0.950018831367792,3.46429549236208e-07
SAUSA300_2298,0.993611107811757,0.28863598018158
SAUSA300_2357,0.996560162990354,5.05762912837942e-05
SAUSA300_2358,0.996752349334507,0.0359556626242567
SAUSA300_2367,0.993370638998178,2.33396146852535e-05
SAUSA300_2404,1.0010972156957,0.814759730603501
SAUSA300_2423,0.999026243013096,0.0327461880816575
SAUSA300_2471,0.991462985222641,0.0328562211675434
SAUSA300_2500,0.987793633037537,0.0755531155839335
SAUSA300_2503,0.996044307318323,0.000226783411891556
SAUSA300_2566,0.996134756228044,0.0538980667561592
SAUSA300_2581,0.961280152149137,5.37240569091512e-05
SAUSA300_2589,0.939063216641035,0.00257846918151627
SAUSA300_2645,0.97186407875086,9.85832662523204e-08
SAUSA300_0001,0.985177717533547,0.00212518494961619
SAUSA300_0009,0.954779431084697,0.000163742021503011
SAUSA300_0015,0.992626520046548,0.000440136141095873
SAUSA300_0024,0.991212176935474,0.223940425955536
SAUSA300_0032,0.980790249330509,0.0807777170263179
SAUSA300_0042,0.975535058889502,0.00670562702532018
SAUSA300_0061,0.994414873369232,0.414161707743738
SAUSA300_0071,0.973872710368993,0.067206032951063
SAUSA300_0081,0.972869747464629,0.000193830486764803
SAUSA300_0108,0.985810867257211,0.0111516782119847
SAUSA300_0135,0.991523222922749,0.0328826059068808
SAUSA300_0196,1.00490034056451,0.749942533503874
SAUSA300_0213,0.995488189590546,0.550693046986384
SAUSA300_0215,0.992700374551089,0.00138010427668148
SAUSA300_0224,0.983451712767534,0.00128978086781406
SAUSA300_0279,0.951321137449047,0.000548362499392261
SAUSA300_0304,0.992713849288105,0.00100431974444741
SAUSA300_0362,0.984984153990327,0.000357924661802819
SAUSA300_0374,0.995782774045106,0.000114270494194961
SAUSA300_0382,0.984091963333776,0.00087254426313947
SAUSA300_0447,0.999071831940112,0.0334501906372544
SAUSA300_0460,0.998764836057068,0.707647135179596
SAUSA300_0461,0.994011130969042,0.131349345900833
SAUSA300_0464,0.988436868401802,0.00445248697660692
SAUSA300_0477,0.97586222161363,0.00465620202922395
SAUSA300_0478,0.99412985228084,0.0033452271248071
SAUSA300_0488,0.985595745861707,0.000343070714158535
SAUSA300_0539,0.984291947553157,0.000919885791164218
SAUSA300_0546,0.959248673405916,0.0153292790291738
SAUSA300_0550,0.905123707083323,3.69003322293583e-05
SAUSA300_0551,0.9943000786567,0.000625389728758241
SAUSA300_0555,0.981176484085682,0.000125627234304904
SAUSA300_0574,0.99460764801118,0.0518932708400426
SAUSA300_0576,0.987235676934202,0.00923179305544123
SAUSA300_0590,0.981046549741279,0.000107854171931862
SAUSA300_0592,0.980590586275871,0.000848469808008743
SAUSA300_0605,0.997427335291348,0.000758020674117135
SAUSA300_0617,0.985057889736386,0.0450742012542858
SAUSA300_0624,0.992894997317329,0.00132769086814457
SAUSA300_0625,0.991150110604682,0.00513925977101044
SAUSA300_0627,0.980118530141356,0.000572966971508799
SAUSA300_0629,0.970120405289053,0.000107536153165181
SAUSA300_0631,0.97840083049774,0.000500197278756434
SAUSA300_0632,0.978969086271103,4.84408964188052e-05
SAUSA300_0634,0.993288025331866,0.00788223327292828
SAUSA300_0641,0.986439244358911,0.0231831383342478
SAUSA300_0653,0.981692212574337,0.0138533345523337
SAUSA300_0670,0.975069209006713,0.000134004085274699
SAUSA300_0674,0.980410221997193,0.000694228676891388
SAUSA300_0685,0.993241511852889,0.156230951125724
SAUSA300_0704,0.982901857786012,0.000312912099186622
SAUSA300_0707,0.994727320876912,0.0188507659079848
SAUSA300_0722,0.990215080618805,0.0145645044971536
SAUSA300_0730,0.992399831384339,0.0142372311566225
SAUSA300_0731,0.983323597644938,0.00944601762546596
SAUSA300_0733,0.965590785779434,8.07551046761153e-05
SAUSA300_0744,0.997239593302688,0.27187468524681
SAUSA300_0749,0.986246613132402,0.000147304087783679
SAUSA300_0752,0.991226157426385,0.0169378056901735
SAUSA300_0762,0.998799230593917,0.276068682991197
SAUSA300_0774,0.984837118386036,0.000399173203394414
SAUSA300_0815,0.995604105581092,0.000255629901214822
SAUSA300_0824,0.979392080839714,0.000270884896673977
SAUSA300_0826,0.990123558227319,0.000403423241546909
SAUSA300_0852,0.99047605729969,0.00421943285437575
SAUSA300_0857,0.994406199926638,0.0114123777279906
SAUSA300_0860,0.993775761517658,0.109655661777831
SAUSA300_0861,0.988169816011514,0.0218081224081213
SAUSA300_0863,0.989898593531493,0.114035713727656
SAUSA300_0865,0.983603598816772,0.00119003899773621
SAUSA300_0867,0.994277908843597,3.87059840334859e-05
SAUSA300_0872,0.982521493704939,0.000265863081480812
SAUSA300_0897,0.994958954167853,0.441566031525825
SAUSA300_0902,0.981995385081468,6.16525634820902e-05
SAUSA300_0903,0.989884517733915,0.00944144472034696
SAUSA300_0910,0.970368546133831,0.000342673744412531
SAUSA300_0918,0.9760545696008,0.00040743045417703
SAUSA300_0923,0.985118441044584,0.0844532092051443
SAUSA300_0944,0.998045764870225,0.696222892254799
SAUSA300_0958,0.994035404826942,0.00411829807478048
SAUSA300_0964,0.99642379587397,0.00103084719222179
SAUSA300_0977,0.980551966770879,5.77108424114125e-05
SAUSA300_0982,0.993058370391793,0.0035530490247459
SAUSA300_0990,0.990222086205954,0.000125483969638148
SAUSA300_0992,0.996157507029883,0.00370919779653266
SAUSA300_1007,0.977989938929248,0.000561373205928263
SAUSA300_1023,0.992987919571473,0.00334679449955574
SAUSA300_1031,0.99061470071911,0.00937729717313718
SAUSA300_1033,0.996999131015251,0.228316310751847
SAUSA300_1037,0.982426975862472,0.00583796852613451
SAUSA300_1038,0.985593852442023,0.00486684308544745
SAUSA300_1052,0.993300176662475,0.000713825303703134
SAUSA300_1058,0.98747937720303,0.00155630362077886
SAUSA300_1063,0.9989125070956,0.796591900392875
SAUSA300_1072,0.996965106577073,0.000454638936281951
SAUSA300_1076,0.979352072748227,0.000650357392686822
SAUSA300_1078,0.985737969264659,9.07407489866394e-05
SAUSA300_1084,0.998602429737188,0.40114820627393
SAUSA300_1105,0.975643024329385,0.00201646583615171
SAUSA300_1111,0.987779086439439,0.000647481243998065
SAUSA300_1112,0.992637268298522,0.00168491768309024
SAUSA300_1114,0.983173751535671,0.000458324459643571
SAUSA300_1120,0.973577671763501,0.00180285935381824
SAUSA300_1124,0.994896154104814,0.00564019295762252
SAUSA300_1127,0.968285091804164,0.000758427007412287
SAUSA300_1135,0.975393906541092,0.000435842407751715
SAUSA300_1137,0.994517094306424,0.121230306731678
SAUSA300_1145,0.991835450512909,0.0175712282887959
SAUSA300_1157,0.975860582912172,0.00164085651387761
SAUSA300_1158,0.98901447944054,0.000248037262540651
SAUSA300_1172,0.991019951264122,0.000343877309886396
SAUSA300_1173,0.988421633380622,0.00401773022583421
SAUSA300_1183,0.994760731251145,0.0190438878570382
SAUSA300_1193,1.00449231410619,0.39741148824616
SAUSA300_1228,0.991750036105258,0.123909121283824
SAUSA300_1236,0.989131383853293,9.60749346647274e-05
SAUSA300_1284,0.982177167834325,0.000756503109752817
SAUSA300_1299,0.96572743631232,0.000264104319258779
SAUSA300_1300,0.978356127145581,0.00155427432889205
SAUSA300_1304,0.988540688807249,0.0385829676370603
SAUSA300_1307,0.987365744233506,0.000186315882048507
SAUSA300_1310,0.983201218221722,0.00029606899017626
SAUSA300_1313,0.984404509720231,0.00020755850309531
SAUSA300_1317,0.996783492434983,0.00257442755079166
SAUSA300_1318,0.977433120695327,0.00122058907498858
SAUSA300_1320,0.970267375774509,0.00021896073265167
SAUSA300_1321,0.994030319783432,0.00548676323582265
SAUSA300_1327,0.81823415621522,0.00154783356360564
SAUSA300_1334,0.990679252090916,0.00281800806441067
SAUSA300_1336,0.992573444948036,0.000767928428092213
SAUSA300_1345,0.983463163138394,0.000431827009021184
SAUSA300_1347,0.970194268337167,0.000213263971095259
SAUSA300_1358,0.996212842851529,0.0664294555687719
SAUSA300_1360,0.989356530412679,0.000577579343114253
SAUSA300_1361,0.984870700059915,0.00193316086005207
SAUSA300_1369,0.991014748980608,0.0173889295670839
SAUSA300_1376,0.983534177376895,7.6972452893468e-05
SAUSA300_1436,0.994377495385256,6.18324227034915e-05
SAUSA300_1442,0.98842751427026,0.0113594478072617
SAUSA300_1446,0.978280803604588,0.000306701852025661
SAUSA300_1453,0.985840756349053,0.000385895566845051
SAUSA300_1455,0.99055427095339,0.000586586776658877
SAUSA300_1459,0.991814922974689,0.000624997393897069
SAUSA300_1460,0.98556383598686,0.00500454474961062
SAUSA300_1462,0.987415706820971,7.6570501815587e-05
SAUSA300_1466,0.996946442604309,0.106775542212864
SAUSA300_1471,0.991994244053545,0.000555151398410362
SAUSA300_1475,0.990978782036771,0.000110594797626718
SAUSA300_1496,0.993889705384682,0.308780338187289
SAUSA300_1506,0.988988686398352,7.50260280415659e-05
SAUSA300_1508,0.996535380971051,0.000925751001256935
SAUSA300_1512,0.979448350847254,0.0390914806998784
SAUSA300_1515,0.991700615314286,0.0254543691670526
SAUSA300_1534,0.992011444973112,0.000203107690011456
SAUSA300_1537,0.995260367921116,0.00331462682548137
SAUSA300_1538,0.994927587265571,0.0903863139784897
SAUSA300_1546,0.985492839692126,0.000753091515152638
SAUSA300_1555,0.994580750995417,0.160799592846132
SAUSA300_1567,0.992500391315007,0.00042497641450843
SAUSA300_1571,0.980785772104612,0.00027832813799944
SAUSA300_1572,0.996660361019372,6.91275885793117e-05
SAUSA300_1577,0.979071942730535,7.22058815436763e-05
SAUSA300_1587,0.975174424134103,0.00220022181047136
SAUSA300_1605,0.990449681724396,0.000532059307898395
SAUSA300_1606,0.994979979298261,0.000214229648224949
SAUSA300_1614,0.979883788841731,0.0002806183909627
SAUSA300_1623,0.979992305455582,0.003710566687316
SAUSA300_1634,0.990837832773792,0.000829665077574587
SAUSA300_1635,0.987825487117257,0.000643454383351529
SAUSA300_1636,0.979591314156072,0.000929160808528455
SAUSA300_1640,0.995165822613744,0.225317731599804
SAUSA300_1646,0.99291305861329,0.0010454625312264
SAUSA300_1658,0.99245783325796,0.000392996877661548
SAUSA300_1662,0.993364537681052,0.287010410842183
SAUSA300_1678,0.993157628469369,0.0990341686253686
SAUSA300_1683,0.990861193235426,0.121703329152593
SAUSA300_1684,0.99173126129156,0.00727326356387329
SAUSA300_1685,0.996552805273109,0.00762392866061744
SAUSA300_1697,0.995354375631661,0.541618124725719
SAUSA300_1698,0.994729886449489,0.000571638015075568
SAUSA300_1778,0.999636834918365,0.56220663929636
SAUSA300_1791,0.988038652173877,0.128257011277053
SAUSA300_1795,0.982691650519927,0.000524276443157082
SAUSA300_1797,0.994031566049848,0.000888226279338852
SAUSA300_1809,0.996459084035543,0.397781862149811
SAUSA300_1817,0.997707736615428,0.000263461126677302
SAUSA300_1825,1.00003959281629,0.92960179487487
SAUSA300_1833,0.99732305886067,0.000577309925647643
SAUSA300_1846,0.987301671182199,0.000176243014595071
SAUSA300_1852,0.981930281173217,0.000446118184810466
SAUSA300_1860,0.979075831610618,0.000248794330158833
SAUSA300_1865,0.987635268194826,0.00367114908857764
SAUSA300_1867,0.994462340097516,0.00981927134971012
SAUSA300_1869,0.99116255047539,0.00104641973626297
SAUSA300_1872,0.985763356311152,0.00190652820464506
SAUSA300_1874,0.993677382475662,0.000768536711531219
SAUSA300_1877,0.99975238786131,0.909973704016365
SAUSA300_1884,0.996448311156228,0.336458845255827
SAUSA300_1889,0.98823840459731,0.000740933387082113
SAUSA300_1890,0.988961114232302,0.00492583448714038
SAUSA300_1906,0.971015488896666,0.000210569609847973
SAUSA300_1908,0.990879218692933,0.0221648525832937
SAUSA300_1916,0.969092811943835,5.48983208925231e-05
SAUSA300_1918,0.997019589008651,0.00117245079628953
SAUSA300_1922,0.987299789973164,6.47253365392841e-05
SAUSA300_1989,0.996394689617842,0.001056834295209
SAUSA300_1993,0.990293718588362,0.00229722346395736
SAUSA300_1994,0.967291984024583,0.0248919384040544
SAUSA300_2021,0.969001195021856,0.000298433415245069
SAUSA300_2023,0.994409524228703,0.00621801206038849
SAUSA300_2035,0.962965474232084,0.146950924822454
SAUSA300_2057,0.987931320532653,0.000224487847022054
SAUSA300_2061,0.998000630102818,0.1866161377884
SAUSA300_2071,0.997722455318432,0.303505793019968
SAUSA300_2072,0.996811340070236,0.340826076508336
SAUSA300_2074,0.996227663006201,0.000374549869688968
SAUSA300_2094,0.992220070227172,0.073392552934034
SAUSA300_2102,0.988084200918167,0.00190495687602045
SAUSA300_2126,0.97989643806763,0.000213233908001512
SAUSA300_2129,0.989934103880881,0.00101270522533225
SAUSA300_2135,0.998844371308299,0.816053684271121
SAUSA300_2136,0.993671431804846,0.00346373791129048
SAUSA300_2137,0.985684498832172,0.00827129122714166
SAUSA300_2138,0.987007274512812,0.00582529447485534
SAUSA300_2142,0.997004053781728,0.000391933758385486
SAUSA300_2213,0.969716016827154,0.000753882251842371
SAUSA300_2228,0.991637689505203,0.0388198075434412
SAUSA300_2229,0.995271741544279,0.214213234132706
SAUSA300_2233,0.996892855311912,0.15625143859258
SAUSA300_2236,0.988150347690914,0.0109714552541687
SAUSA300_2285,0.978470890657093,0.000552729582249864
SAUSA300_2314,0.98664309641833,0.0985043971002379
SAUSA300_2326,0.97909929947706,0.00112978177953495
SAUSA300_2359,0.993740188069795,0.00461683086449587
SAUSA300_2362,0.991851804551128,0.000121477077591965
SAUSA300_2378,0.990687409176013,0.000271202002789283
SAUSA300_2389,0.984271925185844,0.0007109848152525
SAUSA300_2397,0.978241104877287,0.000404503046700199
SAUSA300_2422,0.992073503085371,0.000653767080046603
SAUSA300_2447,0.993938981237822,0.0329739877392487
SAUSA300_2458,0.967195979496929,0.000326680110050408
SAUSA300_2467,0.990100381552631,0.00496968984030231
SAUSA300_2469,0.994210763956993,0.300509435927435
SAUSA300_2473,1.00015101015786,0.977467316117964
SAUSA300_2527,0.989909538682792,0.0134011446046097
SAUSA300_2558,0.97788323830299,0.0222758001721781
SAUSA300_2569,1.00116895217798,0.624693645411424
SAUSA300_2599,0.987416994241368,0.000212888995372464
SAUSA300_2643,0.988413472486295,0.000353245104167168
SAUSA300_2644,0.993111730622901,0.000561906888509558
SAUSA300_2646,0.990908020010853,0.283413675740963
SAUSA300_0004,0.976126231237021,0.00710340992393318
SAUSA300_0027,0.981699172724056,0.00736062603622243
SAUSA300_0047,0.995178854151064,0.198797180478621
SAUSA300_0073,0.999055620246698,0.896561417949765
SAUSA300_0097,0.89643787470801,0.00112538983456421
SAUSA300_0115,0.986145943552106,0.00621339445882711
SAUSA300_0116,0.984556989929239,0.00405117500186626
SAUSA300_0139,0.99561582836365,0.61722041730818
SAUSA300_0147,0.92279121599951,0.00384136496939755
SAUSA300_0154,0.997576902300358,0.721976249589497
SAUSA300_0178,0.986136300875168,0.00227766785901361
SAUSA300_0182,0.982053585857584,0.00124653729153651
SAUSA300_0188,0.94419175364467,0.00252326568592487
SAUSA300_0191,0.961564663016098,0.00163001929804303
SAUSA300_0194,1.00187760143575,0.73232777824693
SAUSA300_0216,0.995919968509889,0.628568755244821
SAUSA300_0222,1.00396426133522,0.77873415637291
SAUSA300_0234,0.989624633033991,0.0567822937473574
SAUSA300_0264,1.00411219672223,0.34107942249521
SAUSA300_0270,0.989971094938865,0.00219771283501072
SAUSA300_0274,0.986564149072727,0.0828339991819484
SAUSA300_0277,0.964855738401104,0.00129372656377825
SAUSA300_0278,0.993230499878096,0.00298303761512433
SAUSA300_0303,0.993294682552099,0.0138316072898771
SAUSA300_0310,0.990668746151242,0.0315344536179143
SAUSA300_0328,0.972631178022837,0.00246584959110159
SAUSA300_0329,0.960212177626111,0.00323044268433246
SAUSA300_0347,0.98196998879468,0.00719248582571327
SAUSA300_0378,0.993487934624929,0.00745059159124817
SAUSA300_0392,0.996795344909688,0.00285912559037208
SAUSA300_0405,0.983011186523756,0.0224918713508675
SAUSA300_0408,0.983883150366542,0.00394358470033337
SAUSA300_0427,0.995720768028373,0.0113020238453092
SAUSA300_0440,0.989960712885646,0.00429838401205796
SAUSA300_0442,0.96551846358777,0.00404680422352531
SAUSA300_0445,0.991940752610987,0.533033058406082
SAUSA300_0451,0.989602827077507,0.0135454825777228
SAUSA300_0468,0.987694445972708,0.00988393707791207
SAUSA300_0482,0.972299260100317,0.00246897147803139
SAUSA300_0483,0.9891305908901,0.00448359646243531
SAUSA300_0485,0.997353550518692,0.300617924306714
SAUSA300_0486,0.986281369502983,0.00253688339620306
SAUSA300_0487,0.983007379959088,0.00505991873474916
SAUSA300_0494,0.991619907691757,0.00151685901799238
SAUSA300_0505,0.990083895357132,0.0048592934921891
SAUSA300_0516,0.989845274703662,0.00190615744880012
SAUSA300_0526,0.993375195852367,0.00149797310740907
SAUSA300_0541,0.993491764241969,0.0732001261619017
SAUSA300_0556,0.990650068608864,0.00152128116100686
SAUSA300_0589,0.958387379251555,0.00439400220112626
SAUSA300_0593,0.996065140548888,0.0265733031173689
SAUSA300_0602,0.978164168894141,0.00111844867359607
SAUSA300_0613,0.961700168732369,0.00117923223464783
SAUSA300_0623,0.968276890681553,0.00263524506013518
SAUSA300_0633,0.983665043038105,0.0145485591529049
SAUSA300_0635,0.99000858049748,0.00173369443303052
SAUSA300_0663,0.994941106305394,0.0198700431558271
SAUSA300_0669,0.997962312021774,0.547708483966708
SAUSA300_0671,0.976362930142201,0.0137804784074722
SAUSA300_0697,0.983014057302636,0.00530970728990007
SAUSA300_0701,0.981555384668898,0.0114624106720044
SAUSA300_0706,0.993527958656129,0.0112833606494007
SAUSA300_0725,0.993232211967785,0.00341128326655326
SAUSA300_0726,0.970242823249355,0.00459154527410293
SAUSA300_0740,0.988798334395775,0.00483226695404568
SAUSA300_0743,0.988611557549745,0.00414386069209166
SAUSA300_0748,0.987156109274208,0.00618161148606889
SAUSA300_0754,0.996045293856517,0.00869469275771399
SAUSA300_0765,0.989847860431147,0.0149059445508095
SAUSA300_0773,0.985681315185586,0.00154727048544758
SAUSA300_0776,0.981121899210583,0.00197465272807224
SAUSA300_0783,0.984274627820021,0.00127817197947286
SAUSA300_0785,0.979049649520663,0.00879916207942794
SAUSA300_0791,0.989337686055356,0.0637778028331617
SAUSA300_0825,0.997500043778644,0.710466601611393
SAUSA300_0828,0.987507891267258,0.0135620049785424
SAUSA300_0830,0.991777851168298,0.00440518422757751
SAUSA300_0833,0.96549022592021,0.00272500655356801
SAUSA300_0847,0.990060614147041,0.00213884600967588
SAUSA300_0850,0.995133956591872,0.114891369299745
SAUSA300_0859,0.973978834583705,0.00251324317234642
SAUSA300_0866,0.996040039458513,0.0176395401207541
SAUSA300_0868,0.997519823178907,0.0157431415744292
SAUSA300_0869,0.885760254611502,0.00413311750957131
SAUSA300_0871,0.991574627269584,0.006338863869042
SAUSA300_0889,0.98256347418437,0.0165138712851474
SAUSA300_0911,0.987139935063289,0.0124226771957841
SAUSA300_0913,0.988550747498183,0.0138528837737753
SAUSA300_0925,0.981139524513389,0.0022178388331072
SAUSA300_0927,0.999675080896831,0.770671801595371
SAUSA300_0948,0.990745417971538,0.00864953596801473
SAUSA300_0960,0.995142337577607,0.00586169825005011
SAUSA300_0971,0.945792317799362,0.00413831493128975
SAUSA300_0972,0.976178923050455,0.166562536575352
SAUSA300_0973,0.995848922242664,0.208145622729695
SAUSA300_0976,0.984583932055769,0.0031624057510779
SAUSA300_0978,0.975359277184776,0.00231174720274563
SAUSA300_0991,0.988199962832432,0.00497729838225537
SAUSA300_1018,0.992078529834847,0.0304311550221448
SAUSA300_1025,0.985432858672546,0.00580232048964739
SAUSA300_1027,0.996914519306739,0.00796078202464707
SAUSA300_1030,0.992854453722226,0.00371821158703203
SAUSA300_1036,0.982322838913908,0.0594359150684371
SAUSA300_1042,0.989855031552286,0.0653366603620071
SAUSA300_1062,1.00538459072107,0.336120030063398
SAUSA300_1069,0.996208815585177,0.296722541228327
SAUSA300_1070,1.00021956899813,0.839375275308526
SAUSA300_1071,0.989907601768193,0.00171457635547049
SAUSA300_1090,0.98551660432113,0.00257781339755778
SAUSA300_1094,0.986016387512417,0.00490405881785735
SAUSA300_1098,0.983641888737486,0.00197225548259667
SAUSA300_1103,0.98823147605194,0.00353884110460746
SAUSA300_1104,0.947294552353137,0.00121041311099248
SAUSA300_1109,0.989456367373903,0.0833547990704591
SAUSA300_1116,0.974142713890324,0.00326379031364593
SAUSA300_1117,0.995357322696856,0.00191320877219
SAUSA300_1136,0.984792877239815,0.0834099378524456
SAUSA300_1165,0.990489970802657,0.00998381417628803
SAUSA300_1171,0.983930380639754,0.0161619980989326
SAUSA300_1177,0.971464588030031,0.00186401268772628
SAUSA300_1190,0.992999687271656,0.0091537979503699
SAUSA300_1216,0.97930263975883,0.0135154544754894
SAUSA300_1219,0.986345202408212,0.282124736752886
SAUSA300_1220,1.00145078124421,0.614408279005326
SAUSA300_1237,0.983495173608097,0.00113157576933053
SAUSA300_1244,0.991993172330737,0.00732327739230784
SAUSA300_1254,0.989807741542504,0.00242401258150948
SAUSA300_1257,0.986833522824272,0.00135981259051241
SAUSA300_1261,0.987519175575897,0.157509888803994
SAUSA300_1278,0.985881714723066,0.00631211854405487
SAUSA300_1292,0.977180169691117,0.00236617755572733
SAUSA300_1295,0.996699025882697,0.00275478825007756
SAUSA300_1322,0.958578943459748,0.00196563998768251
SAUSA300_1323,0.991498989134646,0.00355649280786424
SAUSA300_1331,0.998948374923192,0.776549063358015
SAUSA300_1339,0.993008466728927,0.00686986546124998
SAUSA300_1348,0.963973993995753,0.00119494760544147
SAUSA300_1353,0.984398518135637,0.00281180830039561
SAUSA300_1356,0.97132337371742,0.00127621069772277
SAUSA300_1357,0.964707450217124,0.00125317171082199
SAUSA300_1368,0.963579752253009,0.00358143811749887
SAUSA300_1372,0.985984663169249,0.00431802425568844
SAUSA300_1375,0.996005621974748,0.00883296254989695
SAUSA300_1377,0.988777197356478,0.00869278329966309
SAUSA300_1437,0.997119483132556,0.374240120014163
SAUSA300_1458,0.986520652816682,0.00224953356120133
SAUSA300_1473,0.985598920152587,0.00400283137802221
SAUSA300_1474,0.994033759408366,0.00185988482485006
SAUSA300_1490,0.988846989252287,0.00292780376501788
SAUSA300_1492,0.988212127025194,0.00242954575042057
SAUSA300_1498,0.964855264715258,0.00646635043887258
SAUSA300_1510,0.970645139767819,0.00215931785631707
SAUSA300_1516,0.985429284018518,0.00148731824841978
SAUSA300_1528,0.99924295822001,0.7644737601189
SAUSA300_1543,0.989339045058173,0.00528157530479849
SAUSA300_1552,0.98533691013686,0.00281536949946102
SAUSA300_1557,0.989398098329215,0.00384409821352281
